"study.doi","year.of.publication","group","species","continent","driver","driver.type","stage.age","vital.rates","sens.no.cov","sens.cov"
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.337274913853992,0.860912336594489
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.388065511962485,0.863908823961286
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.287662582667964,0.898995565048848
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.164951978849802,0.635899447871578
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.408218568470027,1.12600875205231
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.216771309917992,0.536049552728215
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.354390638475709,0.824504006524731
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.286792690306007,0.8620978229436
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.327536654814753,0.834192484285013
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.290837745466457,0.690607651006226
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.281605670437175,0.589291334278556
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.350595894773338,1.03092883519572
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.282789769866439,0.585991594094254
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.503413374526999,1.28530322212513
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.210251242830786,0.582078757877217
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.242334871373843,0.627646453948297
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.130346550736254,0.502497283359514
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.32172810784398,0.730038856969221
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.337033364773844,0.745078467071571
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.286624007743421,0.615024555170973
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.289194993605704,0.694544576274671
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.270416389628137,0.702986069139875
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.331947019430251,0.996401717287209
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.170428818169345,0.548119339859642
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.183935635935834,0.722147477249388
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.20595104106836,0.625898122948373
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.243324590605383,0.603595544428065
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.293830203935197,0.747756394918478
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.224081244535655,0.588862040147117
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.15257195942653,0.52000972237927
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Twn","C","all","all",0.01325798883284,0.13618701911923
