"Name","locality","Longitude","Latitude","Altitude","month","year","pet","pr","tas","tasmax","tasmin","X","pet_c","pet_scaled","pr_scaled","tas_scaled"
"Císarská rokle","Cr",14.13109,49.92955,270,6,2012,11524,55.41,17.55,21.85,12.35,6,26.1957846907558,0.433175088276147,-0.61823678245677,0.280343804112927
"Kodská stena","Ks",14.12305,49.93391,350,6,2012,11813,55.49,17.35,21.65,12.15,7,26.0323007822935,0.427107411375561,-0.602292941781148,0.277662275904656
"Radotánské údolí","Ru",14.312,49.99823,290,6,2012,11772,56.75,17.45,21.85,12.25,8,26.2237947178423,0.438322366897741,-0.63402390944088,0.301330598121925
"Haknovec","Hk",14.19022,49.93912,287,6,2013,11333,153.77,16.85,20.55,12.15,5,20.3257680321856,-1.47693416330647,2.81467371403793,-0.241328370725338
"Císarská rokle","Cr",14.13109,49.92955,270,6,2013,11197,153.12,16.65,20.45,12.05,6,20.296798020523,-1.40803573238285,2.67501715548421,-0.278828432198808
"Kodská stena","Ks",14.12305,49.93391,350,6,2013,11455,152.04,16.55,20.25,11.85,7,20.2000359071369,-1.4095426386061,2.67190674056081,-0.220005628449052
"Radotánské údolí","Ru",14.312,49.99823,290,6,2013,11476,171.5,16.55,20.25,11.85,8,19.5498573528751,-1.634605028442,2.94232338508114,-0.251858410370555
"Haknovec","Hk",14.19022,49.93912,287,6,2014,12455,26.67,17.35,21.95,11.75,5,28.3142007857393,1.01413568307923,-1.53690038078205,0.0678736042665038
"Císarská rokle","Cr",14.13109,49.92955,270,6,2014,12435,29.19,17.25,21.75,11.65,6,27.9219661412295,0.971956432040006,-1.50196534916245,0.0939530586756698
"Kodská stena","Ks",14.12305,49.93391,350,6,2014,12740,29,17.05,21.55,11.45,7,27.7531788246929,0.969032514271427,-1.50062074691049,0.0910368117720108
"Radotánské údolí","Ru",14.312,49.99823,290,6,2014,12635,25.13,16.95,21.55,11.35,8,27.9089919709983,0.961745252307982,-1.6195062750425,-0.00599662881833006
"Haknovec","Hk",14.19022,49.93912,287,6,2015,11685,89.27,17.25,21.65,12.55,5,24.3155166799863,-0.232792432655602,0.606361132480979,0.00603320926812141
"Císarská rokle","Cr",14.13109,49.92955,270,6,2015,11649,92.7,17.15,21.55,12.45,6,24.1625517236944,-0.201444169089657,0.638599153945021,0.0318228101966078
"Kodská stena","Ks",14.12305,49.93391,350,6,2015,11965,92.51,16.95,21.35,12.25,7,24.0187347887373,-0.206988632248847,0.653127796077983,0.0288283237278194
"Radotánské údolí","Ru",14.312,49.99823,290,6,2015,11904,101.83,17.05,21.45,12.25,8,23.9167567198099,-0.278244482128216,0.770958539683761,0.0554688165696999
"Haknovec","Hk",14.19022,49.93912,287,6,2016,12091,74.98,18.25,22.45,13.65,5,24.6974785100422,-0.113683512711403,0.117108624101927,0.624437159251804
"Císarská rokle","Cr",14.13109,49.92955,270,6,2016,12019,80.59,18.15,22.25,13.55,6,24.2053626628021,-0.188081880151896,0.230439240031755,0.65312529498744
"Kodská stena","Ks",14.12305,49.93391,350,6,2016,12264,80.04,17.95,22.05,13.35,7,24.0756391030354,-0.189068782252832,0.230245662066547,0.650913204169946
"Radotánské údolí","Ru",14.312,49.99823,290,6,2016,12231,75.86,18.05,22.25,13.35,8,24.6336548674482,-0.0555756543222228,-0.0384335233989125,0.670123270450209
"Haknovec","Hk",14.19022,49.93912,287,6,2017,13887,100.61,19.35,24.35,13.85,5,28.7686602077569,1.15585186164882,0.994613297982619,1.30468150423387
"Císarská rokle","Cr",14.13109,49.92955,270,6,2017,13930,100.42,19.25,24.15,13.75,6,28.4375546825738,1.13288359705993,0.898796886018548,1.33655802825733
"Kodská stena","Ks",14.12305,49.93391,350,6,2017,14328,100.16,19.05,24.05,13.55,7,28.5525470232853,1.22076313236325,0.912554285667998,1.33520657265626
"Radotánské údolí","Ru",14.312,49.99823,290,6,2017,14247,114.19,19.15,24.15,13.55,8,28.2991815824234,1.08293828884227,1.15617555545973,1.34624316971878
"Haknovec","Hk",14.19022,49.93912,287,6,2018,12261,88.95,18.75,22.95,14.35,5,24.2139363164747,-0.264468706129404,0.595405163084107,0.933639134243646
"Císarská rokle","Cr",14.13109,49.92955,270,6,2018,12260,89.79,18.65,22.75,14.25,6,23.8575611052081,-0.29663882850297,0.540519438875855,0.963776537382856
"Kodská stena","Ks",14.12305,49.93391,350,6,2018,12613,88.91,18.45,22.65,14.05,7,24.0197858190159,-0.206657650228124,0.53104474215327,0.961955644391009
"Radotánské údolí","Ru",14.312,49.99823,290,6,2018,12507,106.31,18.45,22.75,14.05,8,23.6727334909367,-0.354038186589045,0.910584124689937,0.915985052002434
"Haknovec","Hk",14.19022,49.93912,287,7,1979,9779,55.35,15.95,19.75,11.85,5,21.6284005944847,-1.14951931847202,-0.577700659253489,-1.81655486223197
"Císarská rokle","Cr",14.13109,49.92955,270,7,1979,9799,56.49,15.85,19.55,11.75,6,21.2842612418265,-1.16574775659382,-0.584513891184951,-1.78835963814241
"Kodská stena","Ks",14.12305,49.93391,350,7,1979,10140,56.28,15.65,19.35,11.55,7,21.153523597692,-1.18571966176333,-0.580793156676688,-1.79521233064816
"Radotánské údolí","Ru",14.312,49.99823,290,7,1979,10063,55.93,15.65,19.45,11.55,8,21.3293331303753,-1.14715476901456,-0.638765064094701,-1.82758677546143
"Haknovec","Hk",14.19022,49.93912,287,7,1980,9411,140.12,15.85,19.65,11.85,5,18.9447275283457,-1.78497590216059,1.61327913561121,-1.87297815719525
"Císarská rokle","Cr",14.13109,49.92955,270,7,1980,9430,145.73,15.65,19.45,11.75,6,18.4698881066407,-1.83160677274957,1.72106616779358,-1.90133767383398
"Kodská stena","Ks",14.12305,49.93391,350,7,1980,9741,145.45,15.45,19.35,11.55,7,18.6235986016288,-1.78810871290377,1.73148838281925,-1.90853597276759
"Radotánské údolí","Ru",14.312,49.99823,290,7,1980,9641,139.64,15.55,19.35,11.55,8,18.7103530474888,-1.75167670977056,1.35087292380723,-1.88338056384113
"Haknovec","Hk",14.19022,49.93912,287,7,1981,10239,212.17,17.35,21.45,13.05,5,19.0991039466438,-1.74842170611803,3.47549565348311,-1.02662873274626
"Císarská rokle","Cr",14.13109,49.92955,270,7,1981,10286,209.12,17.25,21.35,12.95,6,19.1493593495298,-1.67084910787569,3.35879274711506,-0.997513388301324
"Kodská stena","Ks",14.12305,49.93391,350,7,1981,10637,208.82,17.05,21.15,12.75,7,19.0407869587882,-1.68877387135423,3.37474599365089,-1.00194683581211
"Radotánské údolí","Ru",14.312,49.99823,290,7,1981,10489,238.69,17.15,21.25,12.75,8,18.3209762345369,-1.84155399757018,3.70511545996403,-0.990679949766134
"Haknovec","Hk",14.19022,49.93912,287,7,1982,12200,43.52,19.95,24.35,14.85,5,28.4516530781444,0.46613229260484,-0.883460845324615,0.440376936298675
"Císarská rokle","Cr",14.13109,49.92955,270,7,1982,12130,42.12,19.85,24.15,14.75,6,28.1540935109408,0.459601668000313,-0.955773252990436,0.471201075689295
"Kodská stena","Ks",14.12305,49.93391,350,7,1982,12533,41.15,19.65,24.05,14.55,7,28.2980692537613,0.515435939800432,-0.973131607866254,0.471260511740595
"Radotánské údolí","Ru",14.312,49.99823,290,7,1982,12382,52.01,19.75,24.25,14.45,8,28.6103871805186,0.533483031136603,-0.731936500154617,0.459958548105693
"Haknovec","Hk",14.19022,49.93912,287,7,1983,13961,30.88,21.75,26.95,16.05,5,33.7984907430441,1.73218933917455,-1.21015642875141,1.45599624563744
"Císarská rokle","Cr",14.13109,49.92955,270,7,1983,13942,32.32,21.55,26.75,15.85,6,33.6015060397283,1.74841753312668,-1.20896335359543,1.43151437906776
"Kodská stena","Ks",14.12305,49.93391,350,7,1983,14398,32.48,21.35,26.55,15.65,7,33.4114823571308,1.73296771335933,-1.19795476528949,1.43451146975581
"Radotánské údolí","Ru",14.312,49.99823,290,7,1983,14307,32.27,21.55,26.75,15.85,8,33.4478489462461,1.65008250207552,-1.20112123174205,1.46424673894005
"Haknovec","Hk",14.19022,49.93912,287,7,1984,10366,62.84,16.45,20.55,11.75,5,23.6944101856494,-0.660316884228333,-0.384112849137451,-1.53443838741564
"Císarská rokle","Cr",14.13109,49.92955,270,7,1984,10402,62.75,16.25,20.45,11.65,6,23.6406226693807,-0.608250784268933,-0.422782255492374,-1.56240356675925
"Kodská stena","Ks",14.12305,49.93391,350,7,1984,10774,62.8,16.15,20.25,11.45,7,23.4893062280907,-0.629556975286193,-0.411721993308812,-1.51190322534957
"Radotánské údolí","Ru",14.312,49.99823,290,7,1984,10596,68.5,16.15,20.25,11.45,8,23.2323066153855,-0.707903920226997,-0.339998494892368,-1.548617833563
"Haknovec","Hk",14.19022,49.93912,287,7,1985,12423,70.15,18.85,23.85,13.45,5,29.0480475673555,0.607350241030307,-0.195177349544895,-0.180279308297265
"Císarská rokle","Cr",14.13109,49.92955,270,7,1985,12410,69.58,18.75,23.65,13.35,6,28.7297174110869,0.595789851093415,-0.246324256805424,-0.150178120614436
"Kodská stena","Ks",14.12305,49.93391,350,7,1985,12760,69.12,18.55,23.45,13.15,7,28.5724869261929,0.580776296360202,-0.247837061946085,-0.152019519916326
"Radotánské údolí","Ru",14.312,49.99823,290,7,1985,12622,81.39,18.55,23.65,13.15,8,28.6420345998315,0.540787996710027,-0.0336260941749403,-0.209566912450537
"Haknovec","Hk",14.19022,49.93912,287,7,1986,11495,55.64,18.75,23.55,13.25,5,29.0245417992672,0.601784400960265,-0.570205270076767,-0.236702603260544
"Císarská rokle","Cr",14.13109,49.92955,270,7,1986,11544,55.91,18.55,23.35,13.15,6,28.6836906216146,0.58490026706076,-0.599498611424839,-0.263156156306015
"Kodská stena","Ks",14.12305,49.93391,350,7,1986,11980,55.31,18.35,23.15,12.95,7,28.5293949395794,0.570515857426915,-0.605946381901664,-0.265343162035757
"Radotánské údolí","Ru",14.312,49.99823,290,7,1986,11844,59.84,18.45,23.25,12.95,8,28.5470254517329,0.518857660174281,-0.545831310269631,-0.265360700830204
"Haknovec","Hk",14.19022,49.93912,287,7,1987,11648,91.32,18.25,22.25,13.55,5,23.8743841958721,-0.617701533226064,0.351986060355844,-0.518819078076875
"Císarská rokle","Cr",14.13109,49.92955,270,7,1987,11655,91.82,18.15,22.15,13.45,6,23.806608973035,-0.568979702739349,0.328262257220601,-0.489112227689172
"Kodská stena","Ks",14.12305,49.93391,350,7,1987,11984,90.86,17.95,21.95,13.25,7,23.6908941310385,-0.581557787260032,0.315906357013674,-0.49199044627462
"Radotánské údolí","Ru",14.312,49.99823,290,7,1987,11830,98.85,17.95,22.05,13.15,8,23.8285434712265,-0.570278489778496,0.38136708786744,-0.544329642728636
"Haknovec","Hk",14.19022,49.93912,287,7,1988,11745,102.19,18.45,23.35,13.55,5,26.5669486397117,0.0198604054586987,0.632933923635061,-0.405972488150317
"Císarská rokle","Cr",14.13109,49.92955,270,7,1988,11702,100.36,18.25,23.15,13.45,6,26.2888843154857,0.0183075324491003,0.548899344890667,-0.432623209843398
"Kodská stena","Ks",14.12305,49.93391,350,7,1988,12020,100.11,18.05,22.95,13.25,7,26.1394887833074,0.00146606186713868,0.555769587251842,-0.43532862521492
"Radotánské údolí","Ru",14.312,49.99823,290,7,1988,11886,115.91,18.15,23.15,13.25,8,26.1138334057431,-0.0427800504312635,0.786852980515952,-0.43274206596927
"Haknovec","Hk",14.19022,49.93912,287,7,1989,11683,87.27,18.35,22.65,13.85,5,24.4753282269989,-0.475406316336152,0.247309073577479,-0.462395783113596
"Císarská rokle","Cr",14.13109,49.92955,270,7,1989,11592,91.08,18.15,22.55,13.75,6,24.3089559634547,-0.450128272334541,0.309143821052469,-0.489112227689172
"Kodská stena","Ks",14.12305,49.93391,350,7,1989,11928,90.13,17.95,22.35,13.55,7,24.1914909633888,-0.462362929186116,0.296976610194878,-0.49199044627462
"Radotánské údolí","Ru",14.312,49.99823,290,7,1989,11881,92.21,18.05,22.45,13.45,8,24.5008570265612,-0.415092775338252,0.223546083929215,-0.488535854348969
"Haknovec","Hk",14.19022,49.93912,287,7,1990,11711,11.5,17.85,22.65,12.95,5,28.4037884951516,0.454798622802797,-1.71105519511307,-0.744512257929927
"Císarská rokle","Cr",14.13109,49.92955,270,7,1990,11793,12.2,17.65,22.45,12.85,6,28.0548514706576,0.43612176532567,-1.72877813157221,-0.771557316918134
"Kodská stena","Ks",14.12305,49.93391,350,7,1990,12238,12,17.45,22.25,12.65,7,27.8902576239316,0.418333748581547,-1.72902492261681,-0.775299551573214
"Radotánské údolí","Ru",14.312,49.99823,290,7,1990,12049,10.04,17.55,22.45,12.65,8,28.3506494582857,0.473529481677499,-1.72948883980632,-0.767504796247401
"Haknovec","Hk",14.19022,49.93912,287,7,1991,12503,55.65,19.85,24.45,14.85,5,28.3716107716959,0.447179383903683,-0.569946808381018,0.383953641335396
"Císarská rokle","Cr",14.13109,49.92955,270,7,1991,12502,55.07,19.65,24.25,14.75,6,28.0495816050482,0.434874955694743,-0.621200620048124,0.358223039997716
"Kodská stena","Ks",14.12305,49.93391,350,7,1991,12906,54.6,19.45,24.15,14.55,7,28.1802232995114,0.487376170174137,-0.624357505519945,0.357936869621164
"Radotánské údolí","Ru",14.312,49.99823,290,7,1991,12702,62.09,19.55,24.25,14.45,8,28.3156037007829,0.465440100059327,-0.492352807429118,0.348370971346327
"Haknovec","Hk",14.19022,49.93912,287,7,1992,12391,79.57,19.45,24.35,14.45,5,28.1919722823223,0.404643479587823,0.0482935678507099,0.158260461482344
"Císarská rokle","Cr",14.13109,49.92955,270,7,1992,12306,80.31,19.25,24.15,14.35,6,27.8323759706243,0.383485774838534,0.030893067632492,0.132266968614527
"Kodská stena","Ks",14.12305,49.93391,350,7,1992,12631,79.89,19.05,23.95,14.15,7,27.6830305768371,0.368991849329937,0.0314415315312195,0.131289585382269
"Radotánské údolí","Ru",14.312,49.99823,290,7,1992,12619,80.13,19.15,24.05,14.15,8,27.8321032660363,0.353836875934286,-0.0635740557656277,0.125195817827594
"Haknovec","Hk",14.19022,49.93912,287,7,1993,11298,103.47,17.05,21.45,12.75,5,22.9766046382097,-0.830283288364502,0.66601702069094,-1.19589861763606
"Císarská rokle","Cr",14.13109,49.92955,270,7,1993,11345,103.43,16.95,21.25,12.65,6,22.6568156922095,-0.841011940817967,0.628215019263864,-1.16698044183868
"Kodská stena","Ks",14.12305,49.93391,350,7,1993,11728,103.13,16.75,21.05,12.45,7,22.5253573679525,-0.859078498695037,0.6340816905296,-1.17193229899127
"Radotánské údolí","Ru",14.312,49.99823,290,7,1993,11572,110.78,16.75,21.15,12.45,8,22.4749025610339,-0.882730514695961,0.664921994039583,-1.2138551032849
"Haknovec","Hk",14.19022,49.93912,287,7,1994,14512,49.72,22.55,27.85,16.35,5,35.234643018805,2.07225029157833,-0.723214593960204,1.90738260534357
"Císarská rokle","Cr",14.13109,49.92955,270,7,1994,14502,52.92,22.35,27.65,16.25,6,34.7799077022974,2.02721829407223,-0.676747427833913,1.88342652183411
"Kodská stena","Ks",14.12305,49.93391,350,7,1994,14977,51.75,22.15,27.45,16.05,7,34.6263665278519,2.02223831386528,-0.698261311593326,1.88780603823357
"Radotánské údolí","Ru",14.312,49.99823,290,7,1994,14754,52.22,22.35,27.65,16.05,8,35.0385697251031,2.01725811319191,-0.726945173222835,1.91059704597755
"Haknovec","Hk",14.19022,49.93912,287,7,1995,13929,56.47,20.85,25.15,15.35,5,29.3017340121859,0.667419674820141,-0.548752949329596,0.948186590968057
"Císarská rokle","Cr",14.13109,49.92955,270,7,1995,13800,57.92,20.75,25.05,15.25,6,29.1983484557434,0.706664348306946,-0.547568805076263,0.979602236301414
"Kodská stena","Ks",14.12305,49.93391,350,7,1995,14142,57.92,20.55,24.85,15.05,7,29.0326424686545,0.690341860964594,-0.538266054234462,0.981216901278052
"Radotánské údolí","Ru",14.312,49.99823,290,7,1995,14071,61.65,20.55,24.95,14.95,8,29.2789042050521,0.687792417351571,-0.502810825762374,0.906308855143191
"Haknovec","Hk",14.19022,49.93912,287,7,1996,10960,99.24,16.45,20.25,11.95,5,21.504134428869,-1.17894382403738,0.556687723389091,-1.53443838741564
"Císarská rokle","Cr",14.13109,49.92955,270,7,1996,10955,98.44,16.35,20.05,11.85,6,21.2128188917,-1.18265046660493,0.49929475375173,-1.50591454891344
"Kodská stena","Ks",14.12305,49.93391,350,7,1996,11287,98.15,16.15,19.85,11.65,7,21.0860548496279,-1.2017843416219,0.504944513601376,-1.51190322534957
"Radotánské údolí","Ru",14.312,49.99823,290,7,1996,11219,110.02,16.15,19.95,11.75,8,20.7239503506758,-1.28689129289099,0.646858144191232,-1.548617833563
"Haknovec","Hk",14.19022,49.93912,287,7,1997,10876,107.43,17.55,21.45,13.35,5,21.6234246615777,-1.15069755041302,0.768367852207564,-0.913782142819731
"Císarská rokle","Cr",14.13109,49.92955,270,7,1997,10747,105.37,17.45,21.35,13.25,6,21.6357111037495,-1.08259742504667,0.678336324893832,-0.884535352609713
"Kodská stena","Ks",14.12305,49.93391,350,7,1997,11068,104.96,17.25,21.15,13.05,7,21.5153608950395,-1.09956421187626,0.681535713376719,-0.888623193692678
"Radotánské údolí","Ru",14.312,49.99823,290,7,1997,11069,124.65,17.35,21.15,13.05,8,20.8406993858468,-1.25994288126154,0.99458725377199,-0.879092373006767
"Haknovec","Hk",14.19022,49.93912,287,7,1998,11005,77.62,18.25,21.85,14.05,5,22.1331541968887,-1.03000066180881,-0.00210646282035453,-0.518819078076875
"Císarská rokle","Cr",14.13109,49.92955,270,7,1998,11035,82.63,18.05,21.65,13.95,6,21.6555072442408,-1.0779138106153,0.0908319485920413,-0.545601245534977
"Kodská stena","Ks",14.12305,49.93391,350,7,1998,11431,82.66,17.85,21.45,13.75,7,21.5238346283176,-1.09754656939398,0.103270844802541,-0.548652267334351
"Radotánské údolí","Ru",14.312,49.99823,290,7,1998,11358,75.74,17.95,21.55,13.75,8,21.9120072110708,-1.0126599447156,-0.16791655686334,-0.544329642728636
"Haknovec","Hk",14.19022,49.93912,287,7,1999,12582,55.86,19.95,23.85,15.15,5,26.0539187109042,-0.101617970578746,-0.564519112770288,0.440376936298675
"Císarská rokle","Cr",14.13109,49.92955,270,7,1999,12499,57.92,19.75,23.65,14.95,6,25.8655081083585,-0.0818600186183182,-0.547568805076263,0.414712057843489
"Kodská stena","Ks",14.12305,49.93391,350,7,1999,12911,57.58,19.55,23.45,14.75,7,25.7256886374432,-0.0970620279445397,-0.547082648643216,0.414598690680863
"Radotánské údolí","Ru",14.312,49.99823,290,7,1999,12812,60.49,19.75,23.75,14.85,8,26.1575459108596,-0.0326901804849232,-0.530381965004594,0.459958548105693
"Haknovec","Hk",14.19022,49.93912,287,7,2000,9746,73.02,16.75,20.45,13.05,5,20.5532806715814,-1.40409281398597,-0.120998842864918,-1.36516850252587
"Císarská rokle","Cr",14.13109,49.92955,270,7,2000,9817,76.38,16.55,20.25,12.85,6,20.3457998696819,-1.38778049210568,-0.0706413298550208,-1.39293651322186
"Kodská stena","Ks",14.12305,49.93391,350,7,2000,10190,75.82,16.35,20.05,12.65,7,20.2349647320603,-1.40443357792508,-0.0740982897735746,-1.39857958323013
"Radotánské údolí","Ru",14.312,49.99823,290,7,2000,10044,71.47,16.55,20.25,12.75,8,20.6020992358031,-1.31501738400849,-0.269406871142891,-1.32544268004426
"Haknovec","Hk",14.19022,49.93912,287,7,2001,12265,84.28,18.85,23.05,13.75,5,25.8667143980368,-0.145945357028121,0.170029026548513,-0.180279308297265
"Císarská rokle","Cr",14.13109,49.92955,270,7,2001,12174,86.83,18.65,22.85,13.65,6,25.4617009627863,-0.177397680382414,0.199341991708467,-0.206667138460209
"Kodská stena","Ks",14.12305,49.93391,350,7,2001,12548,86.62,18.55,22.75,13.45,7,25.5885507998115,-0.129715301071193,0.205958238504503,-0.152019519916326
"Radotánské údolí","Ru",14.312,49.99823,290,7,2001,12539,89.4,18.65,22.85,13.45,8,25.6689775088102,-0.145463210157403,0.156757375937286,-0.153773124070838
"Haknovec","Hk",14.19022,49.93912,287,7,2002,12101,78.42,19.25,23.35,14.55,5,25.2281794584665,-0.297141579990136,0.0185704728395694,0.0454138715557863
"Císarská rokle","Cr",14.13109,49.92955,270,7,2002,12023,76.18,19.05,23.15,14.45,6,24.962241062886,-0.2955660473978,-0.0758084747653265,0.019288932922948
"Kodská stena","Ks",14.12305,49.93391,350,7,2002,12348,74.39,18.85,23.05,14.25,7,25.1466571170766,-0.234932616470596,-0.111179848610394,0.0179659432628375
"Radotánské údolí","Ru",14.312,49.99823,290,7,2002,12289,96.31,19.05,23.25,14.25,8,24.9394686307692,-0.313850944617019,0.320995800216373,0.069402029447895
"Haknovec","Hk",14.19022,49.93912,287,7,2003,12652,72.18,20.05,24.95,14.85,5,29.2847223264507,0.6633915434369,-0.142709625307838,0.496800231261922
"Císarská rokle","Cr",14.13109,49.92955,270,7,2003,12697,76.72,19.95,24.85,14.65,6,29.2907174168117,0.728518133354616,-0.0618571835075005,0.5276900935351
"Kodská stena","Ks",14.12305,49.93391,350,7,2003,13120,77.26,19.75,24.65,14.45,7,29.1068879943383,0.708020128833286,-0.0367574193364974,0.527922332800295
"Radotánské údolí","Ru",14.312,49.99823,290,7,2003,12968,72.14,19.85,24.65,14.55,8,28.9323121617384,0.607790856421928,-0.25348216140816,0.515752336485392
"Haknovec","Hk",14.19022,49.93912,287,7,2004,12725,44.57,18.75,23.15,13.75,5,27.2934812954927,0.191893267883704,-0.856322367270965,-0.236702603260544
"Císarská rokle","Cr",14.13109,49.92955,270,7,2004,12697,47.41,18.55,22.95,13.55,6,27.0754861393408,0.204411467989915,-0.819102270112843,-0.263156156306015
"Kodská stena","Ks",14.12305,49.93391,350,7,2004,13064,47.4,18.35,22.75,13.35,7,26.9142587100677,0.185943041129191,-0.81106185770533,-0.265343162035757
"Radotánské údolí","Ru",14.312,49.99823,290,7,2004,12947,45.91,18.45,23.05,13.45,8,27.4564582405679,0.267129206290157,-0.876922663411119,-0.265360700830204
"Haknovec","Hk",14.19022,49.93912,287,7,2005,12024,122.18,19.15,23.55,14.45,5,24.6773028849931,-0.4275815168924,1.14959885343741,-0.0110094234074606
"Císarská rokle","Cr",14.13109,49.92955,270,7,2005,12056,122.08,19.05,23.35,14.35,6,24.3469553538054,-0.441137909131774,1.1100512821499,0.019288932922948
"Kodská stena","Ks",14.12305,49.93391,350,7,2005,12447,120.64,18.85,23.15,14.15,7,24.2474689357551,-0.449034266197685,1.08813630258045,0.0179659432628375
"Radotánské údolí","Ru",14.312,49.99823,290,7,2005,12294,133.4,18.95,23.35,14.15,8,24.3156334030385,-0.457846725663219,1.20255920926287,0.0136082410682276
"Haknovec","Hk",14.19022,49.93912,287,7,2006,15379,28.22,22.95,28.15,17.15,5,35.1412872313331,2.05014493510889,-1.27890723982066,2.13307578519666
"Císarská rokle","Cr",14.13109,49.92955,270,7,2006,15255,30.72,22.75,27.95,17.05,6,34.7036356283482,2.00917290858834,-1.25030051287788,2.10938259321726
"Kodská stena","Ks",14.12305,49.93391,350,7,2006,15644,30.67,22.55,27.75,16.85,7,34.519331348674,1.99675264922147,-1.24489016493609,2.11445332247243
"Radotánské údolí","Ru",14.312,49.99823,290,7,2006,15658,28.09,22.85,28.15,16.85,8,35.6168911444281,2.15074824130539,-1.30047240590798,2.18956598787598
"Haknovec","Hk",14.19022,49.93912,287,7,2007,13432,71.46,19.35,23.85,14.65,5,26.6282219004537,0.0343690642941769,-0.16131886740177,0.101837166519065
"Císarská rokle","Cr",14.13109,49.92955,270,7,2007,13537,73.28,19.25,23.65,14.55,6,26.2379731339575,0.006262338860543,-0.150732075964763,0.132266968614527
"Kodská stena","Ks",14.12305,49.93391,350,7,2007,13989,72.45,19.05,23.45,14.35,7,26.1096424711797,-0.00564050914607457,-0.161486299060345,0.131289585382269
"Radotánské údolí","Ru",14.312,49.99823,290,7,2007,13808,70.69,19.25,23.75,14.45,8,26.6762649754964,0.0870423282540207,-0.287946085460935,0.180989606207261
"Haknovec","Hk",14.19022,49.93912,287,7,2008,12375,67.26,19.15,23.35,14.25,5,26.181476178322,-0.0714141303673751,-0.26987277961637,-0.0110094234074606
"Císarská rokle","Cr",14.13109,49.92955,270,7,2008,12415,66.52,19.05,23.25,14.15,6,26.1469979421585,-0.0152616911085022,-0.325381573933106,0.019288932922948
"Kodská stena","Ks",14.12305,49.93391,350,7,2008,12821,65.69,18.85,23.05,13.95,7,26.0172412235664,-0.0276417542267033,-0.336780940834401,0.0179659432628375
"Radotánské údolí","Ru",14.312,49.99823,290,7,2008,12673,77.88,18.95,23.25,14.05,8,25.8950134143734,-0.09328882929651,-0.117052558606141,0.0136082410682276
"Haknovec","Hk",14.19022,49.93912,287,7,2009,12869,85.61,19.05,23.55,14.85,5,24.9379507758313,-0.365863709180465,0.204404432083136,-0.0674327183707395
"Císarská rokle","Cr",14.13109,49.92955,270,7,2009,12810,86,18.95,23.35,14.75,6,24.5913538485047,-0.383315106890006,0.177898340330697,-0.0372000849228252
"Kodská stena","Ks",14.12305,49.93391,350,7,2009,13134,84.14,18.75,23.15,14.55,7,24.5040946795636,-0.387930265663472,0.141648961640648,-0.0386958777968943
"Radotánské údolí","Ru",14.312,49.99823,290,7,2009,13095,90.5,18.85,23.35,14.55,8,24.7648933740521,-0.354147002493976,0.182902421770426,-0.0421855473114715
"Haknovec","Hk",14.19022,49.93912,287,7,2010,13380,105.22,20.95,25.35,15.45,5,28.1845960615173,0.402896892742944,0.711247817447024,1.00460988593134
"Císarská rokle","Cr",14.13109,49.92955,270,7,2010,13292,109.21,20.85,25.15,15.35,6,27.7190472716815,0.356673077177067,0.777545507171707,1.03609125414722
"Kodská stena","Ks",14.12305,49.93391,350,7,2010,13621,109.66,20.65,25.05,15.15,7,27.8333251848353,0.404777821817043,0.803412165497734,1.03787872233778
"Radotánské údolí","Ru",14.312,49.99823,290,7,2010,13620,105.22,20.75,25.15,15.05,8,28.3378413672254,0.470573074289847,0.532770671464804,1.01789643190256
"Haknovec","Hk",14.19022,49.93912,287,7,2011,11068,158.72,17.35,21.25,13.15,5,19.95947843853,-1.54469695208404,2.09401788970444,-1.02662873274626
"Císarská rokle","Cr",14.13109,49.92955,270,7,2011,11097,165.42,17.15,21.05,13.05,6,19.4347157734116,-1.60333597492109,2.2297715842132,-1.0540024061471
"Kodská stena","Ks",14.12305,49.93391,350,7,2011,11430,164.5,16.95,20.95,12.85,7,19.6171456969078,-1.5515396869762,2.22547698130975,-1.05860865687181
"Radotánské údolí","Ru",14.312,49.99823,290,7,2011,11426,154.93,17.15,21.05,12.95,8,19.8776502554257,-1.48223717558238,1.71428906088787,-0.990679949766134
"Haknovec","Hk",14.19022,49.93912,287,7,2012,12624,94.67,19.15,23.85,14.95,5,25.2961350751216,-0.281050631898538,0.438570728431776,-0.0110094234074606
"Císarská rokle","Cr",14.13109,49.92955,270,7,2012,12537,97.19,18.95,23.65,14.85,6,24.883021004703,-0.314308903255129,0.467000098062317,-0.0372000849228252
"Kodská stena","Ks",14.12305,49.93391,350,7,2012,12876,96.11,18.75,23.45,14.65,7,24.7713163702323,-0.324303311925101,0.45204494714885,-0.0386958777968943
"Radotánské údolí","Ru",14.312,49.99823,290,7,2012,12850,102.72,18.95,23.75,14.65,8,25.3053312968165,-0.229401272634283,0.473350112753123,0.0136082410682276
"Haknovec","Hk",14.19022,49.93912,287,7,2013,14633,40.01,20.75,25.05,15.05,5,30.1183244707764,0.860776976659882,-0.974180900532532,0.891763296004778
"Císarská rokle","Cr",14.13109,49.92955,270,7,2013,14500,40.83,20.55,24.95,14.85,6,30.2311871253621,0.951026025798071,-0.98910133766191,0.866624200609836
