"population","focal_vr","focal_cov","focal_min_max","projection","lambda","focal_vr_full","focal_cov_full","focal_cov_cat"
"MonteraTorero","non_repro_survival","dens","min",69,0.969788460561449,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","non_repro_survival","dens","min",69,0.961940958826654,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","non_repro_survival","dens","min",69,0.809818138723014,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","non_repro_survival","dens","min",69,0.883777604877815,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","non_repro_survival","dens","min",69,0.833725446080951,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","repro_survival","dens","min",69,0.842082136538418,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","repro_survival","dens","min",69,0.537213376100355,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","repro_survival","dens","min",69,1.05395024365315,"Reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","repro_survival","dens","min",69,0.944074170368079,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","repro_survival","dens","min",69,1.04501278082713,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","repro_survival","dens","min",69,0.80008844187655,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","repro_survival","dens","min",69,0.898207970776771,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","repro_survival","dens","min",69,0.834192829374838,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","flowering","dens","min",69,1.0942909688027,"Reproduction","Aboveground density of
large individuals","Density"
"Prisoneros","flowering","dens","min",69,0.621639621305906,"Reproduction","Aboveground density of
large individuals","Density"
"Retin","flowering","dens","min",69,0.94071259146158,"Reproduction","Aboveground density of
large individuals","Density"
"MonteraTorero","flowering","dens","min",69,0.94910272391147,"Reproduction","Aboveground density of
large individuals","Density"
"SCarbDist","flowering","dens","min",69,1.01167278642701,"Reproduction","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","flowering","dens","min",69,0.860631359871451,"Reproduction","Aboveground density of
large individuals","Density"
"SierraRetinY5","flowering","dens","min",69,0.901774103516074,"Reproduction","Aboveground density of
large individuals","Density"
"Vertedero","flowering","dens","min",69,0.793098543296157,"Reproduction","Aboveground density of
large individuals","Density"
"Bujeo","non_repro_survival","summerT","max",69,1.2525906051258,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","non_repro_survival","summerT","max",69,0.986588653949753,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","non_repro_survival","summerT","max",69,1.60353311176961,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","non_repro_survival","summerT","max",69,0.989571462347184,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","non_repro_survival","summerT","max",69,0.966384517400883,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","non_repro_survival","summerT","max",69,0.915793311539689,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","non_repro_survival","summerT","max",69,0.828428788788816,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","non_repro_survival","summerT","max",69,0.776774722425948,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Bujeo","repro_survival","summerT","max",69,1.48896914506152,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","repro_survival","summerT","max",69,0.939891520371496,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","repro_survival","summerT","max",69,0.908926630214485,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","repro_survival","summerT","max",69,0.958195434482298,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","repro_survival","summerT","max",69,0.98119554285601,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","repro_survival","summerT","max",69,0.86762609872143,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","repro_survival","summerT","max",69,0.862224366675688,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","repro_survival","summerT","max",69,0.842144557200603,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","flowering","prevwinterT","max",69,0.929662253622711,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"SierraRetinY5","flowering","prevwinterT","max",69,0.885441852623443,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Vertedero","flowering","prevwinterT","max",69,0.831692711711537,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Bujeo","non_repro_survival","fallR","max",69,0.865473355919602,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","non_repro_survival","fallR","max",69,0.914409981652486,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","non_repro_survival","fallR","max",69,0.985354301636211,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","non_repro_survival","fallR","max",69,0.986253610849389,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","non_repro_survival","fallR","max",69,0.93721718653419,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","non_repro_survival","fallR","max",69,0.922662480049205,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","non_repro_survival","fallR","max",69,0.847908667042948,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","non_repro_survival","fallR","max",69,0.843223450036735,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Bujeo","repro_survival","fallR","max",69,0.790902690474902,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","repro_survival","fallR","max",69,1.01953599062997,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","repro_survival","fallR","max",69,1.29472730700212,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","repro_survival","fallR","max",69,0.93435851760786,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","repro_survival","fallR","max",69,0.893474083870521,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","repro_survival","fallR","max",69,0.920379357942263,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","repro_survival","fallR","max",69,0.846135371902982,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","repro_survival","fallR","max",69,0.873276304129408,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","flowering","prevfallR","max",69,0.924474117568129,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"SierraRetinY5","flowering","prevfallR","max",69,0.873243712245023,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Vertedero","flowering","prevfallR","max",69,0.868852144735039,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Bujeo","flowering","prevwinterR","max",69,1.03203346256892,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Prisoneros","flowering","prevwinterR","max",69,0.949634904705059,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Retin","flowering","prevwinterR","max",69,0.942400674141154,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"MonteraTorero","flowering","prevwinterR","max",69,0.954456890240475,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"SCarbDist","flowering","prevwinterR","max",69,0.967978059344906,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Bujeo","non_repro_survival","dens","max",69,1.11160728666452,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","non_repro_survival","dens","max",69,0.581498482520716,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","non_repro_survival","dens","max",69,0.899167041820749,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","non_repro_survival","dens","max",69,0.9636180216186,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","non_repro_survival","dens","max",69,0.939505461248882,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","non_repro_survival","dens","max",69,0.83154992793985,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","non_repro_survival","dens","max",69,0.893447576630204,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","non_repro_survival","dens","max",69,0.842491515639256,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","repro_survival","dens","max",69,2.94172175559987,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","repro_survival","dens","max",69,0.594052739293242,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","repro_survival","dens","max",69,0.968292331494817,"Reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","repro_survival","dens","max",69,0.933810433939835,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","repro_survival","dens","max",69,0.891374758328559,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","repro_survival","dens","max",69,0.840076381630193,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","repro_survival","dens","max",69,0.947723435048446,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","repro_survival","dens","max",69,0.825587167573988,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","flowering","dens","max",69,0.829774536834996,"Reproduction","Aboveground density of
large individuals","Density"
"Prisoneros","flowering","dens","max",69,0.619320316454847,"Reproduction","Aboveground density of
large individuals","Density"
"Retin","flowering","dens","max",69,0.938258587620971,"Reproduction","Aboveground density of
large individuals","Density"
"MonteraTorero","flowering","dens","max",69,0.944933994046707,"Reproduction","Aboveground density of
large individuals","Density"
"SCarbDist","flowering","dens","max",69,1.04848858382861,"Reproduction","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","flowering","dens","max",69,0.82029630570768,"Reproduction","Aboveground density of
large individuals","Density"
"SierraRetinY5","flowering","dens","max",69,0.857852887277814,"Reproduction","Aboveground density of
large individuals","Density"
"Vertedero","flowering","dens","max",69,0.832067040543786,"Reproduction","Aboveground density of
large individuals","Density"
"Bujeo","non_repro_survival","summerT","min",70,0.721753262293967,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","non_repro_survival","summerT","min",70,0.870824407413601,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","non_repro_survival","summerT","min",70,0.920155586031549,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","non_repro_survival","summerT","min",70,0.941233917851009,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","non_repro_survival","summerT","min",70,0.956482498969903,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","non_repro_survival","summerT","min",70,0.945147320267168,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","non_repro_survival","summerT","min",70,0.899381780216095,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","non_repro_survival","summerT","min",70,0.872984848497597,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Bujeo","repro_survival","summerT","min",70,0.842179487940826,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","repro_survival","summerT","min",70,0.9988406142052,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","repro_survival","summerT","min",70,1.4192027748567,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","repro_survival","summerT","min",70,0.909238980279553,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","repro_survival","summerT","min",70,1.01002409444012,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","repro_survival","summerT","min",70,0.926764765045343,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","repro_survival","summerT","min",70,0.880701352579233,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","repro_survival","summerT","min",70,0.850915037384759,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","flowering","prevwinterT","min",70,0.933219588016148,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"SierraRetinY5","flowering","prevwinterT","min",70,0.861430567414597,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Vertedero","flowering","prevwinterT","min",70,0.789477932881474,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Bujeo","non_repro_survival","fallR","min",70,1.08647081138384,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","non_repro_survival","fallR","min",70,0.962584435847306,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","non_repro_survival","fallR","min",70,1.09931985817847,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","non_repro_survival","fallR","min",70,0.971074859966816,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","non_repro_survival","fallR","min",70,0.938714884845778,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","non_repro_survival","fallR","min",70,0.871328366348675,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","non_repro_survival","fallR","min",70,0.875394317275972,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","non_repro_survival","fallR","min",70,0.882476902131941,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Bujeo","repro_survival","fallR","min",70,0.541851500839026,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","repro_survival","fallR","min",70,0.983217816138236,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","repro_survival","fallR","min",70,1.04638554435521,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","repro_survival","fallR","min",70,1.0030736667709,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","repro_survival","fallR","min",70,0.97080904296698,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","repro_survival","fallR","min",70,0.860237792610741,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","repro_survival","fallR","min",70,0.911247949630456,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","repro_survival","fallR","min",70,0.821827472417163,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","flowering","prevfallR","min",70,0.923625505406739,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"SierraRetinY5","flowering","prevfallR","min",70,0.8419215489774,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Vertedero","flowering","prevfallR","min",70,0.82461806649145,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Bujeo","flowering","prevwinterR","min",70,0.628154844927344,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Prisoneros","flowering","prevwinterR","min",70,0.923093799744096,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Retin","flowering","prevwinterR","min",70,0.978365942480006,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"MonteraTorero","flowering","prevwinterR","min",70,0.961017313108854,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"SCarbDist","flowering","prevwinterR","min",70,0.986722725962838,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Bujeo","non_repro_survival","dens","min",70,0.860841822151497,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","non_repro_survival","dens","min",70,0.647252207462507,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","non_repro_survival","dens","min",70,1.00413174864125,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","non_repro_survival","dens","min",70,0.946903023317413,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","non_repro_survival","dens","min",70,0.997010808047618,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","non_repro_survival","dens","min",70,0.813330286624375,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","non_repro_survival","dens","min",70,0.8979784646399,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","non_repro_survival","dens","min",70,0.873925181793048,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","repro_survival","dens","min",70,0.816566257177593,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","repro_survival","dens","min",70,0.672702683797415,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","repro_survival","dens","min",70,0.899332874257019,"Reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","repro_survival","dens","min",70,0.944006537362466,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","repro_survival","dens","min",70,0.981053169193883,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","repro_survival","dens","min",70,0.838149706711776,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","repro_survival","dens","min",70,0.912592845411914,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","repro_survival","dens","min",70,0.835722797731089,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","flowering","dens","min",70,0.813421685875626,"Reproduction","Aboveground density of
large individuals","Density"
"Prisoneros","flowering","dens","min",70,0.611662796762125,"Reproduction","Aboveground density of
large individuals","Density"
"Retin","flowering","dens","min",70,1.04260518582691,"Reproduction","Aboveground density of
large individuals","Density"
"MonteraTorero","flowering","dens","min",70,0.952312547129305,"Reproduction","Aboveground density of
large individuals","Density"
"SCarbDist","flowering","dens","min",70,1.00335611074424,"Reproduction","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","flowering","dens","min",70,0.844227949061452,"Reproduction","Aboveground density of
large individuals","Density"
"SierraRetinY5","flowering","dens","min",70,0.870683982433346,"Reproduction","Aboveground density of
large individuals","Density"
"Vertedero","flowering","dens","min",70,0.855773046018403,"Reproduction","Aboveground density of
large individuals","Density"
"Bujeo","non_repro_survival","summerT","max",70,0.901468557775935,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","non_repro_survival","summerT","max",70,0.956895533079817,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","non_repro_survival","summerT","max",70,0.795497012200996,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","non_repro_survival","summerT","max",70,0.99004171449724,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","non_repro_survival","summerT","max",70,0.97596560173784,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","non_repro_survival","summerT","max",70,0.874474422582166,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","non_repro_survival","summerT","max",70,0.852474216629137,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","non_repro_survival","summerT","max",70,0.815411409302049,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Bujeo","repro_survival","summerT","max",70,1.35620737318256,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","repro_survival","summerT","max",70,0.953660298297343,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","repro_survival","summerT","max",70,0.787573183912378,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","repro_survival","summerT","max",70,0.961788129973314,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","repro_survival","summerT","max",70,0.98561515690329,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","repro_survival","summerT","max",70,0.900977791827646,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","repro_survival","summerT","max",70,0.91063061351124,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","repro_survival","summerT","max",70,0.84598425992515,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","flowering","prevwinterT","max",70,0.932568604990612,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"SierraRetinY5","flowering","prevwinterT","max",70,0.829653379839286,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Vertedero","flowering","prevwinterT","max",70,0.857492812724501,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Bujeo","non_repro_survival","fallR","max",70,1.20323240119101,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","non_repro_survival","fallR","max",70,1.03991109664,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","non_repro_survival","fallR","max",70,0.963259053012648,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","non_repro_survival","fallR","max",70,0.967585525449571,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","non_repro_survival","fallR","max",70,0.962538910066921,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","non_repro_survival","fallR","max",70,0.906919172904744,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","non_repro_survival","fallR","max",70,0.856513662681816,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","non_repro_survival","fallR","max",70,0.85026865469556,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Bujeo","repro_survival","fallR","max",70,0.832506068316922,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","repro_survival","fallR","max",70,1.02046434907272,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","repro_survival","fallR","max",70,1.08425762097782,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","repro_survival","fallR","max",70,0.943942641860616,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","repro_survival","fallR","max",70,0.953368388681197,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","repro_survival","fallR","max",70,0.898299070989074,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","repro_survival","fallR","max",70,0.849432677139117,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","repro_survival","fallR","max",70,0.850252715877665,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","flowering","prevfallR","max",70,0.927461221886728,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"SierraRetinY5","flowering","prevfallR","max",70,0.849778454676978,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Vertedero","flowering","prevfallR","max",70,0.876012740096641,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Bujeo","flowering","prevwinterR","max",70,0.858073522736694,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Prisoneros","flowering","prevwinterR","max",70,0.976364222568001,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Retin","flowering","prevwinterR","max",70,0.90653454015774,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"MonteraTorero","flowering","prevwinterR","max",70,0.965756916073989,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"SCarbDist","flowering","prevwinterR","max",70,0.969012262371929,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Bujeo","non_repro_survival","dens","max",70,0.823120627111297,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","non_repro_survival","dens","max",70,0.611166144322737,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","non_repro_survival","dens","max",70,1.00548732984318,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","non_repro_survival","dens","max",70,0.981472287500668,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","non_repro_survival","dens","max",70,1.00579692452945,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","non_repro_survival","dens","max",70,0.814423456162462,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","non_repro_survival","dens","max",70,0.936841372659409,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","non_repro_survival","dens","max",70,0.879201463137699,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","repro_survival","dens","max",70,0.825400094955792,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","repro_survival","dens","max",70,0.693686884567867,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","repro_survival","dens","max",70,1.05618742230373,"Reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","repro_survival","dens","max",70,0.954103003496059,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","repro_survival","dens","max",70,0.923707306775172,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","repro_survival","dens","max",70,0.862774395428453,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","repro_survival","dens","max",70,0.887446539749123,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","repro_survival","dens","max",70,0.847962317154373,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","flowering","dens","max",70,0.894424794794675,"Reproduction","Aboveground density of
large individuals","Density"
"Prisoneros","flowering","dens","max",70,0.762539360916568,"Reproduction","Aboveground density of
large individuals","Density"
"Retin","flowering","dens","max",70,0.926714553400165,"Reproduction","Aboveground density of
large individuals","Density"
"MonteraTorero","flowering","dens","max",70,0.949988795841584,"Reproduction","Aboveground density of
large individuals","Density"
"SCarbDist","flowering","dens","max",70,0.992740557646712,"Reproduction","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","flowering","dens","max",70,0.840668989777717,"Reproduction","Aboveground density of
large individuals","Density"
"SierraRetinY5","flowering","dens","max",70,0.881460388828419,"Reproduction","Aboveground density of
large individuals","Density"
"Vertedero","flowering","dens","max",70,0.819735339408274,"Reproduction","Aboveground density of
large individuals","Density"
"Bujeo","non_repro_survival","summerT","min",71,0.950626700793257,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","non_repro_survival","summerT","min",71,1.12190845245182,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","non_repro_survival","summerT","min",71,0.8645542061257,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","non_repro_survival","summerT","min",71,0.979939356036352,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","non_repro_survival","summerT","min",71,0.956734361253578,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","non_repro_survival","summerT","min",71,0.920873094451149,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","non_repro_survival","summerT","min",71,0.913768087545767,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","non_repro_survival","summerT","min",71,0.862223579218657,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Bujeo","repro_survival","summerT","min",71,0.815242697671424,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","repro_survival","summerT","min",71,0.955292692436421,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
