Plot,TagID,Transplant,Year_t,Height_t,Width_t,Perp_t,Goodbuds_t,Year_t1,Recruit,Newplant,Survival_t1,Height_t1,Width_t1,Perp_t1,Goodbuds_t1,comments,
8,48,0,2011,16,2.5,2.5,0,2012,0,0,1,28,12,12,0,,
8,49,0,2011,115,154,93,0,2012,0,0,1,143,171,111,53,,
8,50,0,2011,25,13.5,10,0,2012,0,0,0,,,,,,
8,51,0,2011,10,5.5,2,0,2012,0,0,1,21,14,8,0,,
8,52,0,2011,86,59,44,0,2012,0,0,1,108,81,70,7,,
8,53,0,2011,78,87,64,0,2012,0,0,1,91,101,79,38,,
8,54,0,2011,68,100,64,0,2012,0,0,1,89,103,92,39,,
8,55,0,2011,59,33,31,0,2012,0,0,1,24,24,15,0,,
8,56,0,2011,49,57,56,0,2012,0,0,1,75,91,73,9,,
8,57,0,2011,136,115,80,0,2012,0,0,1,147,135,88,65,,
8,58,0,2011,26,22,10,0,2012,0,0,0,,,,,,
8,59,0,2011,109,113,46,0,2012,0,0,1,108,136,56,15,,
8,60,0,2011,39,22,12,0,2012,0,0,1,44,33,16,0,,
8,61,0,2011,50,66,54,0,2012,0,0,1,72,96,64,1,,
8,62,0,2011,94,41,37,0,2012,0,0,1,102,49,38,16,,
8,63,0,2011,37,27,27,0,2012,0,0,1,49,31,10,0,,
8,64,0,2011,84,43,38,0,2012,0,0,1,90,44,38,11,,
8,65,0,2011,87,55,34,0,2012,0,0,1,98,70,57,6,,
8,66,0,2011,128,89,73,0,2012,0,0,1,133,106,83,50,,
8,67,0,2011,12,9,4,0,2012,0,0,1,13,5,3.5,0,,
8,68,0,2011,25,13,7,0,2012,0,0,1,13,4,3,0,,
8,69,0,2011,40,38,12,0,2012,0,0,1,27,11,9,0,,
8,70,0,2011,89,48,53,0,2012,0,0,1,91,65,60,13,,
8,71,0,2011,110,84,59,0,2012,0,0,1,120,98,78,23,,
8,72,0,2011,29,13,8,0,2012,0,0,1,37,18,15,0,,
8,73,0,2011,70,66,45,0,2012,0,0,1,86,85,55,10,,
8,74,0,2011,26,13,7.5,0,2012,0,0,1,32,21,16,0,,
8,76,0,2011,117,83,78,0,2012,0,0,1,128,111,74,5,,
8,77,0,2011,81,67,45,0,2012,0,0,1,91,73,59,6,,
8,78,0,2011,48,22,14,0,2012,0,0,1,50,41,31,0,,
8,79,0,2011,72,84,51,0,2012,0,0,1,80,100,63,11,,
8,80,0,2011,109,81,32,0,2012,0,0,1,108,87,62,5,,
8,81,0,2011,11,6,3.5,0,2012,0,0,0,,,,,,
8,82,0,2011,,,,,2012,0,1,,14,5.5,4,0,,
8,83,0,2011,,,,,2012,0,1,,27,23,17,0,,
8,84,0,2011,,,,,2012,0,1,,15,7.5,5,0,,
8,85,0,2011,,,,,2012,0,1,,14.5,7,5,0,,
8,86,0,2011,,,,,2012,0,1,,13.5,2.5,1.5,0,,
8,87,0,2011,,,,,2012,0,1,,22,11,5,0,,
8,75A,0,2011,8,5,1,0,2012,0,0,1,16,7.5,5,0,,
8,75B,0,2011,2,0.5,0.5,0,2012,0,0,,,,,,,
1,1,0,2012,72,71,61,0,2013,0,0,1,76,62,60,1,,
1,3,0,2012,35,23,20,0,2013,0,0,1,25,21,15,0,,
1,4,0,2012,51,58,46,0,2013,0,0,1,53,65,45,0,,
1,5,0,2012,53,35,18,0,2013,0,0,1,49,31,14,0,,
1,6,0,2012,40,39,17,0,2013,0,0,1,41,36,18,0,,
1,8,0,2012,33,15,14,0,2013,0,0,1,40,20,12,0,,
1,9,0,2012,84,64,39,3,2013,0,0,1,86,72,45,8,,
1,11,0,2012,40,25,22,0,2013,0,0,1,43,29,23,0,,
1,12,0,2012,15,10,6,0,2013,0,0,1,11,6,2,,,
1,13,0,2012,71,43,29,0,2013,0,0,1,81,73,43,0,,
1,14,0,2012,77,36,21,0,2013,0,0,,,,,,,
1,15,0,2012,36,30,21,0,2013,0,0,1,51,49,19,0,,
1,16,0,2012,57,41,9,0,2013,0,0,1,25,28,21,0,,
1,17,0,2012,26,15,13,0,2013,0,0,1,19,15,4,0,,
1,20,0,2012,104,54,37,3,2013,0,0,1,119,51,44,14,,
1,22,0,2012,42,23,11,0,2013,0,0,0,,,,,,
1,23,0,2012,109,59,31,0,2013,0,0,1,112,70,51,7,,
1,24,0,2012,78,44,39,1,2013,0,0,1,75,46,43,1,,
1,25,0,2012,56,43,25,0,2013,0,0,1,60,33,32,0,,
1,26,0,2012,67,62,31,0,2013,0,0,1,75,62,41,0,,
1,29,0,2012,29,14,6,0,2013,0,0,1,27,20,12,0,,
1,30,0,2012,33,23,5,0,2013,0,0,1,36,23,15,0,,
1,32,0,2012,58,43,26,0,2013,0,0,1,56,37,24,0,,
1,33,0,2012,31,22,19,0,2013,0,0,1,31,28,19,0,,
1,34,0,2012,115,79,60,2,2013,0,0,1,105,83,66,7,,
1,35,0,2012,79,48,36,0,2013,0,0,1,88,49,36,0,,
1,38,0,2012,106,81,51,0,2013,0,0,1,99,67,58,13,,
1,39,0,2012,78,35,30,1,2013,0,0,1,56,32,28,0,,
1,41,0,2012,90,103,58,9,2013,0,0,1,94,75,68,82,,
1,42,0,2012,104,57,48,3,2013,0,0,1,97,68,59,2,,
1,43,0,2012,92,90,82,13,2013,0,0,1,87,92,77,18,,
1,44,0,2012,40,24,9,0,2013,0,0,1,53,32,24,0,,
1,45,0,2012,76,62,43,0,2013,0,0,1,77,65,42,1,,
1,47,0,2012,23,8,6,0,2013,0,0,1,14,10,6,0,,
1,48,0,2012,11,5,3,0,2013,0,0,1,13,6,5,0,,
1,49,0,2012,66,55,26,0,2013,0,0,1,59,34,16,0,,
1,50,0,2012,,,,,2013,0,0,,,,,,,
1,51,0,2012,19,14,9,0,2013,0,0,1,19,22,14,0,,
1,52,0,2012,119,52,31,1,2013,0,0,1,105,61,40,2,,
1,54,0,2012,84,60,44,1,2013,0,0,1,88,83,58,11,,
1,55,0,2012,94,47,49,5,2013,0,0,1,95,58,50,21,,
1,56,0,2012,49,38,23,0,2013,0,0,1,53,36,24,0,,
1,57,0,2012,,,,,2013,0,0,1,12,10,6,0,,
1,59,0,2012,98,58,49,0,2013,0,0,1,100,73,46,5,,
1,60,0,2012,99,48,45,0,2013,0,0,1,86,53,36,0,,
1,62,0,2012,29,21,15,0,2013,0,0,1,20,19,18,0,,
1,64,0,2012,22,29,9,0,2013,0,0,1,14,35,18,0,,
1,65,0,2012,47,24,11,0,2013,0,0,1,21,10,8,0,,
1,66,0,2012,81,31,21,1,2013,0,0,1,88,32,31,0,,
1,67,0,2012,63,21,20,0,2013,0,0,1,68,22,18,0,,
1,68,0,2012,35,10,9,0,2013,0,0,1,36,16,8,0,,
1,70,0,2012,12,8.5,3,0,2013,0,0,1,18,12,12,0,,
1,74,0,2012,5,4,3.5,0,2013,0,0,1,7,5.5,3,0,,
1,77,0,2012,3,1.5,1,0,2013,0,0,1,8,1.5,1,0,,
1,78,0,2012,,,,,2013,0,0,1,29,25,12,0,,
1,79,0,2012,19,11,12,0,2013,0,0,1,20,15,8,0,,
1,80,0,2012,18,13,17,0,2013,0,0,1,20,15,5,0,,
1,81,0,2012,25,7,5,0,2013,0,0,,,,,,,
1,83,,,,,,,2013,0,1,,15,11,7,0,,
1,84,,,,,,,2013,0,1,,13,6,3,0,,
1,85,,,,,,,2013,0,1,,14,10,8,0,,
1,86,,,,,,,2013,0,1,,17,16,11,0,,
1,87,,,,,,,2013,0,1,,16,8,6,0,,
1,88,,,,,,,2013,0,1,,7,2,1,0,,
1,89,,,,,,,2013,0,1,,12,4,4,0,,
1,90,,,,,,,2013,0,1,,25,11,6,0,,
1,91,,,,,,,2013,0,1,,20,15,10,0,,
1,93,,,,,,,2013,0,1,,7,6,2,0,,
1,94,,,,,,,2013,0,1,,19,7,4,0,,
1,95,,,,,,,2013,0,1,,7,2,1,0,,
1,19A,0,2012,83,55,33,3,2013,0,0,1,79,54,40,8,,
1,19B,0,2012,79,32,24,0,2013,0,0,1,82,39,37,1,,
1,53X,0,2012,66,33,44,1,2013,0,0,1,64,26,21,2,,
1,53Y,0,2012,55,36,29,0,2013,0,0,1,60,40,25,0,,
1,63A,0,2012,49,57,35,0,2013,0,0,1,52,37,34,0,,
1,63B,0,2012,26,21,13,0,2013,0,0,1,22,28,25,0,,
1,69A,0,2012,11,7,3,0,2013,0,0,1,14,11,5,0,,
1,69B,0,2012,13,1,1,0,2013,0,0,1,12,2,2,0,,
1,69C,0,2012,14,9,3,0,2013,0,0,1,12,8,5,0,,
1,73C,0,2012,9,2,2,0,2013,0,0,1,7,4,1,0,,
1,73D,0,2012,8,2,1,0,2013,0,0,1,7,3,1,0,,
1,73E,0,2012,4.5,0.5,0.5,0,2013,0,0,0,,,,,,
1,75A,0,2012,,,,,2013,0,0,1,35,24,22,0,,
1,75B,0,2012,,,,,2013,0,0,1,21,16,14,0,,
1,82A,0,2012,15,4,2,0,2013,0,0,1,19,9,3,0,,
1,82B,0,2012,5,0.5,0.5,0,2013,0,0,1,5,3,2,0,,
1,82C,0,2012,4.5,0.5,0.5,0,2013,0,0,1,5,2,1,0,,
1,82D,0,2012,2,0.5,0.5,0,2013,0,0,1,2,1,1,0,,
1,92A,,,,,,,2013,0,1,,7,5,2,0,,
1,92B,,,,,,,2013,0,1,,9,3,2,0,,
1,TR1,1,2012,41,42,31,0,2013,0,0,1,43,42,34,0,,
1,TR10,1,2012,29,23,20,0,2013,0,0,1,19,14,8,0,,
1,TR11,1,2012,44,28,20,0,2013,0,0,1,45,38,11,0,,
1,TR12,1,2012,46,31,30,0,2013,0,0,1,51,41,32,0,,
1,TR13,1,2012,31,32,9,0,2013,0,0,1,35,34,22,0,,
1,TR2,1,2012,34,34,23,0,2013,0,0,1,48,31,24,0,,
1,TR3,1,2012,45,39,39,0,2013,0,0,1,45,39,32,0,,
1,TR4,1,2012,18,8,3,0,2013,0,0,0,,,,,,
1,TR5,1,2012,30,23,18,0,2013,0,0,1,27,24,15,0,,
1,TR6,1,2012,15,8,4,0,2013,0,0,1,14,4,2,0,,
1,TR8,1,2012,34,17,8,0,2013,0,0,1,36,26,18,0,,
1,TR9,1,2012,36,23,14,0,2013,0,0,1,41,42,17,0,,
2,1,0,2012,66,50,43,0,2013,0,0,1,62,52,51,0,,
2,2,0,2012,56,35,31,0,2013,0,0,1,62,41,25,0,,
2,3,0,2012,90,46,27,0,2013,0,0,1,33,36,31,0,,
2,5,0,2012,,,,,2013,0,0,1,18,10,5,0,,
2,8,0,2012,131,171,91,38,2013,0,0,1,147,168,102,15,,
2,9,0,2012,84,78,47,3,2013,0,0,1,92,83,62,5,,
2,10,0,2012,16,11,9,0,2013,0,0,1,9,12,4,0,,
2,11,0,2012,73,71,47,0,2013,0,0,1,74,72,64,0,,
2,13,0,2012,93,73,57,18,2013,0,0,1,73,69,48,1,,
2,16,0,2012,55,30,21,0,2013,0,0,1,52,32,10,0,,
2,17,0,2012,81,76,70,2,2013,0,0,1,69,72,63,3,,
2,18,0,2012,18,13,9,0,2013,0,0,1,17,12,6,0,,
2,19,0,2012,72,72,42,14,2013,0,0,1,78,42,48,3,,
2,21,0,2012,72,56,26,1,2013,0,0,1,68,66,44,0,,
2,22,0,2012,36,26,7,9,2013,0,0,1,33,22,16,0,,
2,24,0,2012,105,70,57,0,2013,0,0,1,104,68,64,0,,
2,25,0,2012,144,71,50,0,2013,0,0,1,111,85,84,0,,
2,27,0,2012,37,29,27,0,2013,0,0,1,42,21,23,0,,
2,31,0,2012,122,74,52,10,2013,0,0,1,120,80,59,0,,
2,34,0,2012,28,17,12,0,2013,0,0,1,21,30,12,0,,
2,35,0,2012,14,15,5,0,2013,0,0,1,37,21,7,0,,
2,36,0,2012,88,42,40,1,2013,0,0,1,87,50,39,15,,
2,37,0,2012,94,71,68,8,2013,0,0,1,100,81,44,9,,
2,42,0,2012,71,55,37,0,2013,0,0,1,67,62,48,0,,
2,45,0,2012,98,64,51,4,2013,0,0,1,107,68,44,5,,
2,46,0,2012,63,57,26,0,2013,0,0,1,69,56,32,0,,
2,47,0,2012,64,28,27,0,2013,0,0,1,67,41,33,0,,
2,48,0,2012,79,39,39,0,2013,0,0,1,56,46,45,0,,
2,49,0,2012,112,68,63,0,2013,0,0,1,111,76,43,2,,
2,50,0,2012,33,6,11,0,2013,0,0,1,26,11,6,0,,
2,51,0,2012,83,52,59,6,2013,0,0,1,91,71,53,0,,
2,52,0,2012,36,15,12,0,2013,0,0,1,33,16,11,0,,
2,53,0,2012,16,15,8,0,2013,0,0,1,22,9,9,0,,
2,54,0,2012,33,47,45,0,2013,0,0,1,44,48,41,0,,
2,55,0,2012,24,35,28,0,2013,0,0,1,31,37,27,0,,
2,56,0,2012,26,36,21,0,2013,0,0,1,61,34,33,0,,
2,57,0,2012,101,32,53,0,2013,0,0,1,91,43,35,0,,
2,58,0,2012,51,47,22,0,2013,0,0,1,46,44,22,0,,
2,59,0,2012,28,11,6,0,2013,0,0,1,28,15,9,0,,
2,61,0,2012,14,13,6,0,2013,0,0,1,13,10,4,0,,
2,62,0,2012,31,11,9,0,2013,0,0,1,8,9,4,0,,
2,64,0,2012,21,13,11,0,2013,0,0,1,28,19,15,0,,
2,65,0,2012,,,,,2013,0,0,0,,,,,,
2,67,0,2012,,,,,2013,0,0,,,,,,,
2,68,0,2012,44,33,29,0,2013,0,0,1,53,49,32,0,,
2,69,,2012,24,10,5,0,2013,0,0,1,19,7,6,0,,
2,70,,2012,63,41,15,0,2013,0,0,1,63,43,27,0,,
2,71,,,,,,,2013,0,1,,9,6,5,0,,
2,72,,,,,,,2013,0,1,,18,9,6,0,,
2,73,,,,,,,2013,0,1,,10,3,2,0,,
2,74,,,,,,,2013,0,1,,21,24,18,0,,
2,75,,,,,,,2013,0,1,,15,5,4,0,,
2,76,,,,,,,2013,0,1,,12,9,6,0,,
2,77,,,,,,,2013,0,1,,28,19,9,0,,
2,78,,,,,,,2013,0,1,,7,2,2,0,,
2,79,,,,,,,2013,0,1,,6,4,2,0,,
2,81,,,,,,,2013,0,1,,10,7,5,0,,
2,82,,,,,,,2013,0,1,,15,3,2,0,,
2,71A,,2012,13,2,2,0,2013,0,0,1,13,2,2,0,,
2,71B,,2012,6,2,2,0,2013,0,0,1,9,2,1.5,0,,
2,80A,,,,,,,2013,0,1,,6,1.5,1.5,0,,
2,80B,,,,,,,2013,0,1,,6,3,2,0,,
2,80C,,,,,,,2013,0,1,,6,2,2,0,,
2,TR1,1,2012,36,32,17,0,2013,0,0,1,40,31,25,0,,
2,TR11,1,2012,42,52,38,0,2013,0,0,1,43,55,46,0,,
2,TR12,1,2012,32,10,10,0,2013,0,0,1,31,11,8,0,,
2,TR13,1,2012,46,33,31,0,2013,0,0,1,45,30,15,0,,
2,TR14,1,2012,,,,,2013,0,0,0,,,,,,
2,TR15,1,2012,30,42,25,0,2013,0,0,1,34,35,31,0,,
2,TR16,1,2012,29,21,19,0,2013,0,0,1,27,25,17,0,,
2,TR17,1,2012,30,23,21,0,2013,0,0,1,12,2,1,0,,
2,TR18,1,2012,31,20,13,0,2013,0,0,1,36,29,19,0,,
2,TR2,1,2012,29,27,27,0,2013,0,0,1,31,29,22,0,,
2,TR3,1,2012,24,19,17,0,2013,0,0,1,22,20,17,0,,
2,TR4,1,2012,39,41,24,0,2013,0,0,1,39,42,30,0,,
2,TR7,1,2012,46,29,12,0,2013,0,0,1,42,23,15,0,,
2,TR8,1,2012,7,10,10,0,2013,0,0,1,10,5,3,0,,
3,1,0,2012,105,108,86,7,2013,0,0,1,107,111,85,4,,
3,2,0,2012,55,68,44,0,2013,0,0,1,61,64,41,0,,
3,3,0,2012,81,57,46,15,2013,0,0,1,85,55,54,18,,
3,4,0,2012,84,122,63,16,2013,0,0,1,97,117,58,24,,
3,5,0,2012,87,84,50,41,2013,0,0,1,89,77,44,50,,
3,6,0,2012,130,153,73,137,2013,0,0,1,128,155,60,118,,
3,7,0,2012,91,94,48,5,2013,0,0,1,92,103,51,27,,
3,8,0,2012,69,74,36,1,2013,0,0,1,78,80,43,4,,
3,9,0,2012,106,99,46,12,2013,0,0,1,103,102,52,16,,
3,10,0,2012,85,43,40,0,2013,0,0,1,83,42,47,0,,
3,11,0,2012,67,53,28,0,2013,0,0,1,58,52,23,0,,
3,13,0,2012,116,76,57,3,2013,0,0,1,115,83,55,38,,
3,14,0,2012,148,86,69,19,2013,0,0,1,147,90,84,38,,
3,15,0,2012,31,38,16,0,2013,0,0,1,21,17,17,0,,
3,16,0,2012,102,107,82,10,2013,0,0,1,114,71,69,20,,
3,17,0,2012,73,26,13,0,2013,0,0,1,28,25,14,0,,
3,18,0,2012,71,73,52,2,2013,0,0,1,69,84,49,7,,
3,19,0,2012,84,62,16,0,2013,0,0,1,82,67,36,0,,
3,20,0,2012,99,102,75,6,2013,0,0,1,107,101,77,74,,
3,21,0,2012,104,79,66,5,2013,0,0,1,123,78,54,4,,
3,22,0,2012,158,130,98,55,2013,0,0,1,152,119,88,76,,
3,23,0,2012,69,44,32,0,2013,0,0,1,79,48,35,4,,
3,24,0,2012,63,58,34,1,2013,0,0,1,75,57,31,11,,
3,25,0,2012,52,38,26,0,2013,0,0,1,53,44,25,0,,
3,26,0,2012,142,129,128,36,2013,0,0,1,146,155,140,54,,
3,27,0,2012,37,38,28,0,2013,0,0,1,34,34,29,0,,
3,28,0,2012,65,76,68,0,2013,0,0,1,71,76,72,2,,
3,30,0,2012,142,102,98,18,2013,0,0,1,132,110,99,43,,
3,31,0,2012,65,42,25,0,2013,0,0,0,,,,,,
3,33,0,2012,148,85,64,36,2013,0,0,1,140,140,80,25,,
3,34,0,2012,67,67,56,6,2013,0,0,1,67,69,67,0,,
3,35,0,2012,89,57,45,10,2013,0,0,1,88,52,47,21,,
3,37,0,2012,57,53,47,0,2013,0,0,1,54,64,47,0,,
3,38,0,2012,66,47,43,1,2013,0,0,1,65,56,46,13,,
3,40,0,2012,64,35,31,0,2013,0,0,1,71,46,32,0,,
3,41,0,2012,101,78,50,46,2013,0,0,1,104,89,62,68,,
3,43,0,2012,95,100,53,9,2013,0,0,1,95,109,58,29,,
3,44,0,2012,99,111,68,3,2013,0,0,1,109,113,72,17,,
3,45,0,2012,67,46,22,2,2013,0,0,1,61,46,37,0,,
3,46,0,2012,71,47,28,0,2013,0,0,1,72,40,26,0,,
3,47,0,2012,97,46,33,1,2013,0,0,1,85,23,19,0,,
3,48,0,2012,69,42,30,0,2013,0,0,1,72,38,30,0,,
3,50,0,2012,28,34,21,0,2013,0,0,1,36,38,34,0,,
3,51,0,2012,156,73,66,11,2013,0,0,1,159,70,62,13,,
3,52,0,2012,82,60,51,2,2013,0,0,1,79,56,34,0,,
3,53,0,2012,69,48,41,1,2013,0,0,1,74,62,42,0,,
3,54,0,2012,42,19,12,0,2013,0,0,1,42,24,16,0,,
3,56,0,2012,97,64,42,5,2013,0,0,1,98,57,47,25,,
3,57,0,2012,86,59,45,6,2013,0,0,1,85,56,35,9,,
3,58,0,2012,102,73,31,0,2013,0,0,1,100,79,43,0,,
3,60,0,2012,92,57,33,0,2013,0,0,1,96,33,31,0,,
3,61,0,2012,114,107,72,2,2013,0,0,1,116,111,88,64,,
3,62,0,2012,160,159,126,149,2013,0,0,1,163,157,131,162,,
3,63,0,2012,99,100,75,54,2013,0,0,1,104,105,73,82,,
3,64,0,2012,53,47,39,0,2013,0,0,1,61,54,44,0,,
3,65,0,2012,91,109,100,38,2013,0,0,1,97,110,101,57,,
3,66,0,2012,87,37,36,1,2013,0,0,1,81,47,39,0,,
3,70,0,2012,112,93,63,6,2013,0,0,1,112,98,72,4,,
3,71,0,2012,29,18,14,0,2013,0,0,1,29,23,13,0,,
3,72,0,2012,12,22,11,0,2013,0,0,1,14,21,12,0,,
3,73,0,2012,51,11,5,0,2013,0,0,1,18,11,6,0,,
3,75,0,2012,131,77,40,0,2013,0,0,1,129,77,44,3,,
3,77,0,2012,27,15,10,0,2013,0,0,1,29,15,11,0,,
3,78,0,2012,41,17,14,0,2013,0,0,1,41,15,14,0,,
3,80,0,2012,70,76,17,0,2013,0,0,1,75,79,33,0,,
3,81,0,2012,28,96,77,30,2013,0,0,1,126,115,89,45,,
3,84,0,2012,18,13,7,0,2013,0,0,0,,,,,,
3,85,0,2012,10,6.5,3.5,0,2013,0,0,1,9,6,4,0,,
3,87,0,2012,22,9,4,0,2013,0,0,1,19,9,8,0,,
3,90,0,2012,14,11,6,0,2013,0,0,1,16,12,5,0,,
3,91,0,2012,23,20,12,0,2013,0,0,1,29,18,18,0,,
3,92,0,2012,21,18,10,0,2013,0,0,1,24,18,8,0,,
3,93,0,2012,29,18,8,0,2013,0,0,1,33,44,8,0,,
3,95,0,2012,11,6,3,0,2013,0,0,1,9,10.5,5,0,,
3,96,0,2012,21,12,7,0,2013,0,0,1,29,12,11,0,,
3,97,0,2012,10,8,4.5,0,2013,0,0,1,11,11,8,0,,
3,98,0,2012,19,18,8,0,2013,0,0,1,25,24,18,0,,
3,99,0,2012,13,11,6.5,0,2013,0,0,1,18,11,8,0,,
3,100,0,2012,30,20,17,0,2013,0,0,1,29,25,14,0,,
3,101,0,2012,17,8,3,0,2013,0,0,1,19,9,8,0,,
3,102,,,,,,,2013,0,1,,15,9,8,0,,
3,104,,,,,,,2013,0,1,,13,4,2,0,,
3,105,,,,,,,2013,0,1,,12,8,5,0,,
3,106,,,,,,,2013,0,1,,13,9,4,0,,
3,107,,,,,,,2013,0,1,,14,9,7,0,,
3,108,,,,,,,2013,0,1,,9,5,3,0,,
3,109,,,,,,,2013,0,1,,10,6,4,0,,
3,103A,,,,,,,2013,0,1,,15,7,6,0,,
3,103B,,,,,,,2013,0,1,,9,5,2,0,,
3,103C,,,,,,,2013,0,1,,3,1.5,1,0,,
3,103D,,,,,,,2013,0,1,,15,6,2,0,,
3,89A,0,2012,7,2.5,1.5,0,2013,0,0,1,10,6,6,0,,
3,89C,0,2012,6.5,1,1,0,2013,0,0,1,10,5,2,0,,
3,89D,0,2012,5.5,0.75,0.75,0,2013,0,0,1,7,2,2,0,,
3,94A,0,2012,14,1.5,2,0,2013,0,0,1,17,11,5,0,,
3,94B,0,2012,18,5,2,0,2013,0,0,1,22,11,4,0,,
3,94C,0,2012,4.5,1,1,0,2013,0,0,1,6,1,1,0,,
4,3,0,2012,40,24,24,0,2013,0,0,1,39,38,23,0,,
4,5,0,2012,23.5,32,14,0,2013,0,0,1,25,17,12,0,,
4,6,0,2012,25,28,5,0,2013,0,0,1,22,23,4,0,,
4,7,0,2012,79,32,34,1,2013,0,0,1,76,25,21,0,,
4,8,0,2012,11,12,10,0,2013,0,0,1,10,13,10,0,,
4,9,0,2012,67,58,45,0,2013,0,0,1,65,55,50,0,,
4,11,0,2012,40,14,12,0,2013,0,0,1,24,13,5,0,,
4,12,0,2012,111,147,48,9,2013,0,0,1,95,132,52,3,,
4,15,0,2012,42,37,21,0,2013,0,0,1,49,42,21,0,,
4,16,0,2012,57,38,31,0,2013,0,0,1,55,40,32,0,,
4,17,0,2012,168,63,53,16,2013,0,0,1,160,63,42,2,,
4,19,0,2012,57,38,22,0,2013,0,0,1,64,40,32,0,,
4,20,0,2012,39,11,7,0,2013,0,0,1,40,18,10,0,,
4,22,0,2012,82,39,33,0,2013,0,0,1,85,52,38,5,,
4,23,0,2012,75,56,38,0,2013,0,0,1,78,56,44,0,,
4,24,0,2012,23,18,16,0,2013,0,0,1,23,17,14,0,,
4,25,0,2012,81,47,48,0,2013,0,0,1,83,54,49,4,,
4,26,0,2012,16,4,3,0,2013,0,0,0,,,,,,
4,27,0,2012,60,37,25,0,2013,0,0,1,40,48,35,0,,
4,30,0,2012,17,11,8,0,2013,0,0,1,15,12,11,0,,
4,31,0,2012,24,31,10,0,2013,0,0,1,29,37,21,0,,
4,32,0,2012,13,15,8,0,2013,0,0,1,14,16,9,0,,
4,35,0,2012,75,93,80,24,2013,0,0,1,98,93,84,9,,
4,36,0,2012,18,8,7,0,2013,0,0,0,,,,,,
4,38,0,2012,56,56,49,0,2013,0,0,1,58,68,36,0,,
4,39,0,2012,88,69,52,3,2013,0,0,1,82,71,47,3,,
4,40,0,2012,30,31,24,0,2013,0,0,1,37,42,23,0,,
4,41,0,2012,63,42,29,0,2013,0,0,1,55,51,24,0,,
4,43,0,2012,23,26,28,0,2013,0,0,1,26,25,18,0,,
4,44,0,2012,7,5,3,0,2013,0,0,0,,,,,,
4,45,0,2012,38,39,25,0,2013,0,0,1,43,45,42,1,,
4,46,0,2012,22,27,12,0,2013,0,0,1,22,31,17,0,,
4,47,0,2012,78,53,40,0,2013,0,0,1,85,52,40,6,,
4,48,0,2012,85,35,30,,2013,0,0,1,86,37,35,0,,
4,49,0,2012,19,10,6,0,2013,0,0,1,21,9,9,0,,
4,51,0,2012,50,49,19,0,2013,0,0,1,50,41,22,0,,
4,52,0,2012,31,28,11,0,2013,0,0,1,27,21,15,0,,
4,53,0,2012,58,58,47,0,2013,0,0,1,62,48,46,0,,
4,54,0,2012,75,50,26,0,2013,0,0,1,71,51,30,0,,
4,56,0,2012,77,49,24,0,2013,0,0,1,85,47,28,3,,
4,57,0,2012,49,47,31,0,2013,0,0,1,52,50,37,0,,
4,58,0,2012,59,67,55,2,2013,0,0,1,62,72,64,18,,
4,61,0,2012,51,67,35,0,2013,0,0,1,50,63,33,0,,
4,62,0,2012,86,98,64,39,2013,0,0,1,85,103,647,23,,
4,63,0,2012,36,21,11,0,2013,0,0,1,34,30,12,0,,
4,64,0,2012,43,48,38,0,2013,0,0,1,51,43,43,0,,
4,65,0,2012,32,8,3,0,2013,0,0,1,33,8,7,0,,
4,66,0,2012,31,22,7,0,2013,0,0,1,21,28,12,0,,
4,67,0,2012,47,29,19,0,2013,0,0,1,54,23,18,0,,
4,68,0,2012,80,35,31,0,2013,0,0,1,80,35,34,1,,
4,70,0,2012,16,10,5,0,2013,0,0,1,12,13,10,0,,
4,72,0,2012,28,16,14,0,2013,0,0,1,31,21,18,0,,
4,73,0,2012,57,41,35,0,2013,0,0,1,59,47,33,0,,
4,74,0,2012,75,67,40,4,2013,0,0,1,81,67,50,4,,
4,75,0,2012,58,66,47,0,2013,0,0,1,62,63,56,18,,
4,76,0,2012,,,,,2013,0,0,1,94,63,53,11,,
4,77,0,2012,,,,,2013,0,0,1,56,44,21,0,,
4,78,0,2012,,,,,2013,0,0,1,40,33,21,0,,
4,79,0,2012,,,,,2013,0,0,1,30,21,15,0,,
4,80,0,2012,74,79,54,5,2013,0,0,1,77,80,35,8,,
4,81,0,2012,36,18,20,0,2013,0,0,1,31,22,12,0,,
4,82,0,2012,87,58,39,2,2013,0,0,1,89,57,55,12,,
4,83,0,2012,20,20,16,0,2013,0,0,1,26,16,14,0,,
4,84,0,2012,18,9,9,0,2013,0,0,1,20,18,10,0,,
4,86,0,2012,30,14,10,0,2013,0,0,1,27,22,11,0,,
4,87,0,2012,8,4,2.5,0,2013,0,0,1,7,6,3,0,,
4,88,0,2012,3,1.5,0.5,0,2013,0,0,1,4,2,1,0,,
4,89,0,2012,21,16,10,0,2013,0,0,1,24,16,12,0,,
4,90,,2012,10,10,7,0,2013,0,0,1,12,15,9,0,,
4,91,,2012,12,9,5,0,2013,0,0,1,16,11,10,0,,
4,92,,2012,11,6,4.5,0,2013,0,0,1,14,8,7,0,,
4,93,,2012,17,7,6,0,2013,0,0,1,20,11,9,0,,
4,94,,2012,12,3,1.5,0,2013,0,0,1,12,2,2,0,,
4,95,,2012,13,3,3,0,2013,0,0,1,14,6,5,0,,
4,96,,2012,9.5,4,2,0,2013,0,0,1,15,7,3,0,,
4,97,,2012,10,8,4.5,0,2013,0,0,1,12,12,9,0,,
4,98,,2012,21,14,11,0,2013,0,0,1,28,15,12,0,,
